source_hash,go_version,fidelity_mode,transfer_function,seed,dimensions,iterations,population,cost,evaluations,iterations_completed,termination,optimum_hit
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,v3,2012,30,300,30,1,9000,300,maximum_iterations,false
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,v3,2013,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,v3,2014,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,v4,2000,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,v4,2001,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,v4,2002,30,300,30,1,9000,300,maximum_iterations,false
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,v4,2003,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,v4,2004,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,v4,2005,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,v4,2006,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,v4,2007,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,v4,2008,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,v4,2009,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,v4,2010,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,v4,2011,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,v4,2012,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,v4,2013,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,v4,2014,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s1,2000,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s1,2001,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s1,2002,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s1,2003,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s1,2004,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s1,2005,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s1,2006,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s1,2007,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s1,2008,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s1,2009,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s1,2010,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s1,2011,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s1,2012,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s1,2013,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s1,2014,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s2,2000,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s2,2001,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s2,2002,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s2,2003,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s2,2004,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s2,2005,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s2,2006,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s2,2007,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s2,2008,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s2,2009,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s2,2010,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s2,2011,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s2,2012,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s2,2013,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s2,2014,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s3,2000,30,300,30,1,9000,300,maximum_iterations,false
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s3,2001,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s3,2002,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s3,2003,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s3,2004,30,300,30,1,9000,300,maximum_iterations,false
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s3,2005,30,300,30,1,9000,300,maximum_iterations,false
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s3,2006,30,300,30,1,9000,300,maximum_iterations,false
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s3,2007,30,300,30,1,9000,300,maximum_iterations,false
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s3,2008,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s3,2009,30,300,30,1,9000,300,maximum_iterations,false
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s3,2010,30,300,30,1,9000,300,maximum_iterations,false
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s3,2011,30,300,30,1,9000,300,maximum_iterations,false
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s3,2012,30,300,30,2,9000,300,maximum_iterations,false
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s3,2013,30,300,30,0,9000,300,maximum_iterations,true
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s3,2014,30,300,30,1,9000,300,maximum_iterations,false
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s4,2000,30,300,30,2,9000,300,maximum_iterations,false
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s4,2001,30,300,30,2,9000,300,maximum_iterations,false
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s4,2002,30,300,30,1,9000,300,maximum_iterations,false
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s4,2003,30,300,30,2,9000,300,maximum_iterations,false
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s4,2004,30,300,30,2,9000,300,maximum_iterations,false
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s4,2005,30,300,30,2,9000,300,maximum_iterations,false
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s4,2006,30,300,30,1,9000,300,maximum_iterations,false
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s4,2007,30,300,30,2,9000,300,maximum_iterations,false
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s4,2008,30,300,30,2,9000,300,maximum_iterations,false
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s4,2009,30,300,30,1,9000,300,maximum_iterations,false
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s4,2010,30,300,30,2,9000,300,maximum_iterations,false
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s4,2011,30,300,30,3,9000,300,maximum_iterations,false
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s4,2012,30,300,30,2,9000,300,maximum_iterations,false
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s4,2013,30,300,30,3,9000,300,maximum_iterations,false
72ce4ce0e05fb3c7af96a718c4a6150da95fb0555f4a297c7e6e97fa057184ff,go1.26.0,matlab,s4,2014,30,300,30,2,9000,300,maximum_iterations,false
